"Index","GDAXI.Adjusted"
"2006-03-20","2006-03-20",5902.7900390625
"2006-03-21","2006-03-21",5911.85986328125
"2006-03-22","2006-03-22",5932.31005859375
"2006-03-23","2006-03-23",5947.10986328125
"2006-03-24","2006-03-24",5973.14013671875
"2006-03-27","2006-03-27",5912.259765625
"2006-03-28","2006-03-28",5890.6298828125
"2006-03-29","2006-03-29",5914.77978515625
"2006-03-30","2006-03-30",5984.18994140625
"2006-03-31","2006-03-31",5970.080078125
"2006-04-03","2006-04-03",6024.0498046875
"2006-04-04","2006-04-04",6013.85009765625
"2006-04-05","2006-04-05",6029.2001953125
"2006-04-06","2006-04-06",6031.39013671875
"2006-04-07","2006-04-07",5952.919921875
"2006-04-10","2006-04-10",6003.39990234375
"2006-04-11","2006-04-11",5908.47021484375
"2006-04-12","2006-04-12",5901.25
"2006-04-13","2006-04-13",5918.56982421875
"2006-04-18","2006-04-18",5902.580078125
"2006-04-19","2006-04-19",5993.759765625
"2006-04-20","2006-04-20",6063.27978515625
"2006-04-21","2006-04-21",6094.75
"2006-04-24","2006-04-24",6079.08984375
"2006-04-25","2006-04-25",6078.7998046875
"2006-04-26","2006-04-26",6107.1201171875
"2006-04-27","2006-04-27",6067.740234375
"2006-04-28","2006-04-28",6009.89013671875
"2006-05-02","2006-05-02",6051.2900390625
"2006-05-03","2006-05-03",5968.9599609375
"2006-05-04","2006-05-04",6039.31982421875
"2006-05-05","2006-05-05",6113.2900390625
"2006-05-08","2006-05-08",6127.97998046875
"2006-05-09","2006-05-09",6140.72021484375
"2006-05-10","2006-05-10",6118.3798828125
"2006-05-11","2006-05-11",6054.72021484375
"2006-05-12","2006-05-12",5916.27978515625
"2006-05-15","2006-05-15",5857.02978515625
"2006-05-16","2006-05-16",5851.919921875
"2006-05-17","2006-05-17",5652.72021484375
"2006-05-18","2006-05-18",5666.06982421875
"2006-05-19","2006-05-19",5672.27978515625
"2006-05-22","2006-05-22",5546.240234375
"2006-05-23","2006-05-23",5678.490234375
"2006-05-24","2006-05-24",5587.22998046875
"2006-05-25","2006-05-25",5706.06005859375
"2006-05-26","2006-05-26",5788.35986328125
"2006-05-29","2006-05-29",5755.02001953125
"2006-05-30","2006-05-30",5622.43017578125
"2006-05-31","2006-05-31",5692.85986328125
"2006-06-01","2006-06-01",5707.58984375
"2006-06-02","2006-06-02",5687.0400390625
"2006-06-05","2006-06-05",5621.18994140625
"2006-06-06","2006-06-06",5502.81005859375
"2006-06-07","2006-06-07",5543.93017578125
"2006-06-08","2006-06-08",5383.27978515625
"2006-06-09","2006-06-09",5464.080078125
"2006-06-12","2006-06-12",5395.5498046875
"2006-06-13","2006-06-13",5292.14013671875
"2006-06-14","2006-06-14",5305.990234375
"2006-06-15","2006-06-15",5422.22021484375
"2006-06-16","2006-06-16",5376.009765625
"2006-06-19","2006-06-19",5439.22998046875
"2006-06-20","2006-06-20",5493.60986328125
"2006-06-21","2006-06-21",5503.41015625
"2006-06-22","2006-06-22",5533.419921875
"2006-06-23","2006-06-23",5529.740234375
"2006-06-26","2006-06-26",5514.6298828125
"2006-06-27","2006-06-27",5459.14990234375
"2006-06-28","2006-06-28",5456.8701171875
"2006-06-29","2006-06-29",5581.669921875
"2006-06-30","2006-06-30",5683.31005859375
"2006-07-03","2006-07-03",5712.68994140625
"2006-07-04","2006-07-04",5729.009765625
"2006-07-05","2006-07-05",5625.6298828125
"2006-07-06","2006-07-06",5695.47021484375
"2006-07-07","2006-07-07",5681.85009765625
"2006-07-10","2006-07-10",5706.31982421875
"2006-07-11","2006-07-11",5616.0400390625
"2006-07-12","2006-07-12",5637.81982421875
"2006-07-13","2006-07-13",5527.2900390625
"2006-07-14","2006-07-14",5422.22021484375
"2006-07-17","2006-07-17",5416.9599609375
"2006-07-18","2006-07-18",5396.85009765625
"2006-07-19","2006-07-19",5539.2900390625
"2006-07-20","2006-07-20",5545.81982421875
"2006-07-21","2006-07-21",5451.009765625
"2006-07-24","2006-07-24",5578.0498046875
"2006-07-25","2006-07-25",5565.759765625
"2006-07-26","2006-07-26",5583.10009765625
"2006-07-27","2006-07-27",5659.06982421875
"2006-07-28","2006-07-28",5705.419921875
"2006-07-31","2006-07-31",5681.97021484375
"2006-08-01","2006-08-01",5596.740234375
"2006-08-02","2006-08-02",5680.81982421875
"2006-08-03","2006-08-03",5640.02978515625
"2006-08-04","2006-08-04",5723.02978515625
"2006-08-07","2006-08-07",5626.669921875
"2006-08-08","2006-08-08",5651.919921875
"2006-08-09","2006-08-09",5702.81005859375
"2006-08-10","2006-08-10",5630.9599609375
"2006-08-11","2006-08-11",5628.3701171875
"2006-08-14","2006-08-14",5692
"2006-08-15","2006-08-15",5776.7998046875
"2006-08-16","2006-08-16",5812.93994140625
"2006-08-17","2006-08-17",5833.509765625
"2006-08-18","2006-08-18",5817.02001953125
"2006-08-21","2006-08-21",5794.830078125
"2006-08-22","2006-08-22",5818.41015625
"2006-08-23","2006-08-23",5775.5400390625
"2006-08-24","2006-08-24",5814.080078125
"2006-08-25","2006-08-25",5811.47021484375
"2006-08-28","2006-08-28",5854.990234375
"2006-08-29","2006-08-29",5847.02001953125
"2006-08-30","2006-08-30",5867.52978515625
"2006-08-31","2006-08-31",5859.56982421875
"2006-09-01","2006-09-01",5876.5400390625
"2006-09-04","2006-09-04",5909.72021484375
"2006-09-05","2006-09-05",5884.06982421875
"2006-09-06","2006-09-06",5813.06005859375
"2006-09-07","2006-09-07",5773.72021484375
"2006-09-08","2006-09-08",5795.259765625
"2006-09-11","2006-09-11",5798.4599609375
"2006-09-12","2006-09-12",5873.85009765625
"2006-09-13","2006-09-13",5906.1201171875
"2006-09-14","2006-09-14",5907.3701171875
"2006-09-15","2006-09-15",5937.8701171875
"2006-09-18","2006-09-18",5926.330078125
"2006-09-19","2006-09-19",5873.4599609375
"2006-09-20","2006-09-20",5954.3798828125
"2006-09-21","2006-09-21",5962.02978515625
"2006-09-22","2006-09-22",5883.31982421875
"2006-09-25","2006-09-25",5901.66015625
"2006-09-26","2006-09-26",5960.6298828125
"2006-09-27","2006-09-27",5989.7099609375
"2006-09-28","2006-09-28",5989.16015625
"2006-09-29","2006-09-29",6004.330078125
"2006-10-02","2006-10-02",5999.4599609375
"2006-10-03","2006-10-03",5992.22021484375
"2006-10-04","2006-10-04",6046.3701171875
"2006-10-05","2006-10-05",6075.27978515625
"2006-10-06","2006-10-06",6085.81982421875
"2006-10-09","2006-10-09",6084.39990234375
"2006-10-10","2006-10-10",6117.7099609375
"2006-10-11","2006-10-11",6119.4501953125
"2006-10-12","2006-10-12",6160.27978515625
"2006-10-13","2006-10-13",6173.68017578125
"2006-10-16","2006-10-16",6186.5400390625
"2006-10-17","2006-10-17",6115.10009765625
"2006-10-18","2006-10-18",6182.77978515625
"2006-10-19","2006-10-19",6177.419921875
"2006-10-20","2006-10-20",6202.81982421875
"2006-10-23","2006-10-23",6242.91015625
"2006-10-24","2006-10-24",6247.52001953125
"2006-10-25","2006-10-25",6264.919921875
"2006-10-26","2006-10-26",6284.18994140625
"2006-10-27","2006-10-27",6262.5400390625
"2006-10-30","2006-10-30",6258.18994140625
"2006-10-31","2006-10-31",6268.919921875
"2006-11-01","2006-11-01",6291.89990234375
"2006-11-02","2006-11-02",6223.330078125
"2006-11-03","2006-11-03",6241.14990234375
"2006-11-06","2006-11-06",6330.64990234375
"2006-11-07","2006-11-07",6361.9599609375
"2006-11-08","2006-11-08",6349.259765625
"2006-11-09","2006-11-09",6358.68017578125
"2006-11-10","2006-11-10",6357.77001953125
"2006-11-13","2006-11-13",6393.72998046875
"2006-11-14","2006-11-14",6387.3798828125
"2006-11-15","2006-11-15",6430.89013671875
"2006-11-16","2006-11-16",6443.02001953125
"2006-11-17","2006-11-17",6412.35986328125
"2006-11-20","2006-11-20",6452.330078125
"2006-11-21","2006-11-21",6460.39013671875
"2006-11-22","2006-11-22",6476.1298828125
"2006-11-23","2006-11-23",6475.25
"2006-11-24","2006-11-24",6411.9599609375
"2006-11-27","2006-11-27",6298.169921875
"2006-11-28","2006-11-28",6281.68017578125
"2006-11-29","2006-11-29",6363.7998046875
"2006-11-30","2006-11-30",6309.18994140625
"2006-12-01","2006-12-01",6241.1298828125
"2006-12-04","2006-12-04",6295.22998046875
"2006-12-05","2006-12-05",6372.7998046875
"2006-12-06","2006-12-06",6369.509765625
"2006-12-07","2006-12-07",6413.02978515625
"2006-12-08","2006-12-08",6427.41015625
"2006-12-11","2006-12-11",6469.419921875
"2006-12-12","2006-12-12",6476.169921875
"2006-12-13","2006-12-13",6520.77001953125
"2006-12-14","2006-12-14",6552.580078125
"2006-12-15","2006-12-15",6588.830078125
"2006-12-18","2006-12-18",6597.25
"2006-12-19","2006-12-19",6553.509765625
"2006-12-20","2006-12-20",6586.91015625
"2006-12-21","2006-12-21",6573.9599609375
"2006-12-22","2006-12-22",6503.1298828125
"2006-12-27","2006-12-27",6608.85986328125
"2006-12-28","2006-12-28",6611.81005859375
"2006-12-29","2006-12-29",6596.919921875
"2007-01-02","2007-01-02",6681.1298828125
"2007-01-03","2007-01-03",6691.31982421875
"2007-01-04","2007-01-04",6674.39990234375
"2007-01-05","2007-01-05",6593.08984375
"2007-01-08","2007-01-08",6607.58984375
"2007-01-09","2007-01-09",6614.3701171875
"2007-01-10","2007-01-10",6566.56005859375
"2007-01-11","2007-01-11",6687.2998046875
"2007-01-12","2007-01-12",6705.169921875
"2007-01-15","2007-01-15",6731.740234375
"2007-01-16","2007-01-16",6716.81982421875
"2007-01-17","2007-01-17",6701.7001953125
"2007-01-18","2007-01-18",6689.6201171875
"2007-01-19","2007-01-19",6747.169921875
"2007-01-22","2007-01-22",6687.31005859375
"2007-01-23","2007-01-23",6678.93017578125
"2007-01-24","2007-01-24",6748.3701171875
"2007-01-25","2007-01-25",6719.580078125
"2007-01-26","2007-01-26",6690.33984375
"2007-01-29","2007-01-29",6726.009765625
"2007-01-30","2007-01-30",6788.22998046875
"2007-01-31","2007-01-31",6789.10986328125
"2007-02-01","2007-02-01",6851.27978515625
"2007-02-02","2007-02-02",6885.759765625
"2007-02-05","2007-02-05",6874.06005859375
"2007-02-06","2007-02-06",6875.7001953125
"2007-02-07","2007-02-07",6915.56005859375
"2007-02-08","2007-02-08",6876.72998046875
"2007-02-09","2007-02-09",6911.10986328125
"2007-02-12","2007-02-12",6859.4501953125
"2007-02-13","2007-02-13",6895.33984375
"2007-02-14","2007-02-14",6961.18017578125
"2007-02-15","2007-02-15",6958.6201171875
"2007-02-16","2007-02-16",6957.06982421875
"2007-02-19","2007-02-19",6987.080078125
"2007-02-20","2007-02-20",6982.91015625
"2007-02-21","2007-02-21",6941.66015625
"2007-02-22","2007-02-22",6973.72998046875
"2007-02-23","2007-02-23",6992.580078125
"2007-02-26","2007-02-26",7027.58984375
"2007-02-27","2007-02-27",6819.64990234375
"2007-02-28","2007-02-28",6715.43994140625
"2007-03-01","2007-03-01",6640.240234375
"2007-03-02","2007-03-02",6603.31982421875
"2007-03-05","2007-03-05",6534.56982421875
"2007-03-06","2007-03-06",6595
"2007-03-07","2007-03-07",6617.75
"2007-03-08","2007-03-08",6713.22998046875
"2007-03-09","2007-03-09",6716.52001953125
"2007-03-12","2007-03-12",6715.490234375
"2007-03-13","2007-03-13",6623.990234375
"2007-03-14","2007-03-14",6447.7001953125
"2007-03-15","2007-03-15",6585.47021484375
"2007-03-16","2007-03-16",6579.8701171875
"2007-03-19","2007-03-19",6671.41015625
"2007-03-20","2007-03-20",6700.2900390625
"2007-03-21","2007-03-21",6712.06005859375
"2007-03-22","2007-03-22",6856.9599609375
"2007-03-23","2007-03-23",6899.06005859375
"2007-03-26","2007-03-26",6828.81982421875
"2007-03-27","2007-03-27",6858.33984375
"2007-03-28","2007-03-28",6816.89013671875
"2007-03-29","2007-03-29",6897.080078125
"2007-03-30","2007-03-30",6917.02978515625
"2007-04-02","2007-04-02",6937.169921875
"2007-04-03","2007-04-03",7045.56005859375
"2007-04-04","2007-04-04",7073.91015625
"2007-04-05","2007-04-05",7099.91015625
"2007-04-10","2007-04-10",7166.669921875
"2007-04-11","2007-04-11",7152.830078125
"2007-04-12","2007-04-12",7142.9501953125
"2007-04-13","2007-04-13",7212.06982421875
"2007-04-16","2007-04-16",7338.06005859375
"2007-04-17","2007-04-17",7348.830078125
"2007-04-18","2007-04-18",7282.33984375
"2007-04-19","2007-04-19",7242.72998046875
"2007-04-20","2007-04-20",7342.5400390625
"2007-04-23","2007-04-23",7335.6201171875
"2007-04-24","2007-04-24",7270.31982421875
"2007-04-25","2007-04-25",7343.080078125
"2007-04-26","2007-04-26",7387.02001953125
"2007-04-27","2007-04-27",7378.1201171875
"2007-04-30","2007-04-30",7408.8701171875
"2007-05-02","2007-05-02",7455.93017578125
"2007-05-03","2007-05-03",7476.68994140625
"2007-05-04","2007-05-04",7516.759765625
"2007-05-07","2007-05-07",7525.68994140625
"2007-05-08","2007-05-08",7442.2001953125
"2007-05-09","2007-05-09",7475.990234375
"2007-05-10","2007-05-10",7415.330078125
"2007-05-11","2007-05-11",7479.33984375
"2007-05-14","2007-05-14",7459.60986328125
"2007-05-15","2007-05-15",7505.35009765625
"2007-05-16","2007-05-16",7481.25
"2007-05-17","2007-05-17",7499.5
"2007-05-18","2007-05-18",7607.5400390625
"2007-05-21","2007-05-21",7619.31005859375
"2007-05-22","2007-05-22",7659.39013671875
"2007-05-23","2007-05-23",7735.8798828125
"2007-05-24","2007-05-24",7697.3798828125
"2007-05-25","2007-05-25",7739.2001953125
"2007-05-29","2007-05-29",7781.0400390625
"2007-05-30","2007-05-30",7764.97021484375
"2007-05-31","2007-05-31",7883.0400390625
"2007-06-01","2007-06-01",7987.85009765625
"2007-06-04","2007-06-04",7976.7900390625
"2007-06-05","2007-06-05",7919.830078125
"2007-06-06","2007-06-06",7730.0498046875
"2007-06-07","2007-06-07",7618.60986328125
"2007-06-08","2007-06-08",7590.5
"2007-06-11","2007-06-11",7706.10009765625
"2007-06-12","2007-06-12",7678.259765625
"2007-06-13","2007-06-13",7680.759765625
"2007-06-14","2007-06-14",7849.16015625
"2007-06-15","2007-06-15",8030.64013671875
"2007-06-18","2007-06-18",8036.1201171875
"2007-06-19","2007-06-19",8033.52001953125
"2007-06-20","2007-06-20",8090.490234375
"2007-06-21","2007-06-21",7964.7099609375
"2007-06-22","2007-06-22",7949.6298828125
"2007-06-25","2007-06-25",7930.60986328125
"2007-06-26","2007-06-26",7860.52001953125
"2007-06-27","2007-06-27",7801.22998046875
"2007-06-28","2007-06-28",7921.35986328125
"2007-06-29","2007-06-29",8007.31982421875
"2007-07-02","2007-07-02",7958.240234375
"2007-07-03","2007-07-03",8050.68017578125
"2007-07-04","2007-07-04",8075.259765625
"2007-07-05","2007-07-05",7987.1298828125
"2007-07-06","2007-07-06",8048.31982421875
"2007-07-09","2007-07-09",8077.39013671875
"2007-07-10","2007-07-10",7964.759765625
"2007-07-11","2007-07-11",7898.5400390625
"2007-07-12","2007-07-12",8053.43017578125
"2007-07-13","2007-07-13",8092.77001953125
"2007-07-16","2007-07-16",8105.68994140625
"2007-07-17","2007-07-17",8038.2099609375
"2007-07-18","2007-07-18",7893.60986328125
"2007-07-19","2007-07-19",7991.2099609375
"2007-07-20","2007-07-20",7874.85009765625
"2007-07-23","2007-07-23",7944.2099609375
"2007-07-24","2007-07-24",7806.7900390625
"2007-07-25","2007-07-25",7692.5498046875
"2007-07-26","2007-07-26",7508.9599609375
"2007-07-27","2007-07-27",7451.68017578125
"2007-07-30","2007-07-30",7456.31005859375
"2007-07-31","2007-07-31",7584.14013671875
"2007-08-01","2007-08-01",7473.93017578125
"2007-08-02","2007-08-02",7534.1298828125
"2007-08-03","2007-08-03",7435.669921875
"2007-08-06","2007-08-06",7444.4501953125
"2007-08-07","2007-08-07",7513.66015625
"2007-08-08","2007-08-08",7605.93994140625
"2007-08-09","2007-08-09",7453.58984375
"2007-08-10","2007-08-10",7343.259765625
"2007-08-13","2007-08-13",7474.330078125
"2007-08-14","2007-08-14",7425.06982421875
"2007-08-15","2007-08-15",7445.89990234375
"2007-08-16","2007-08-16",7270.06982421875
"2007-08-17","2007-08-17",7378.2900390625
"2007-08-20","2007-08-20",7407.52978515625
"2007-08-21","2007-08-21",7424.75
"2007-08-22","2007-08-22",7500.47998046875
"2007-08-23","2007-08-23",7511.9599609375
"2007-08-24","2007-08-24",7507.27001953125
"2007-08-27","2007-08-27",7485.990234375
"2007-08-28","2007-08-28",7430.240234375
"2007-08-29","2007-08-29",7439.18017578125
"2007-08-30","2007-08-30",7519.93994140625
"2007-08-31","2007-08-31",7638.169921875
"2007-09-03","2007-09-03",7648.580078125
"2007-09-04","2007-09-04",7721.77001953125
"2007-09-05","2007-09-05",7588.02978515625
"2007-09-06","2007-09-06",7621.72021484375
"2007-09-07","2007-09-07",7436.6298828125
"2007-09-10","2007-09-10",7375.43994140625
"2007-09-11","2007-09-11",7457.89990234375
"2007-09-12","2007-09-12",7472.990234375
"2007-09-13","2007-09-13",7535.97021484375
"2007-09-14","2007-09-14",7497.740234375
"2007-09-17","2007-09-17",7479.85009765625
"2007-09-18","2007-09-18",7575.2099609375
"2007-09-19","2007-09-19",7750.83984375
"2007-09-20","2007-09-20",7735.08984375
"2007-09-21","2007-09-21",7794.43017578125
"2007-09-24","2007-09-24",7787.919921875
"2007-09-25","2007-09-25",7769.43994140625
"2007-09-26","2007-09-26",7804.14990234375
"2007-09-27","2007-09-27",7853.7900390625
"2007-09-28","2007-09-28",7861.509765625
"2007-10-01","2007-10-01",7922.419921875
"2007-10-02","2007-10-02",7946.7900390625
"2007-10-03","2007-10-03",7955.2998046875
"2007-10-04","2007-10-04",7944.990234375
"2007-10-05","2007-10-05",8002.18017578125
"2007-10-08","2007-10-08",7974.3701171875
"2007-10-09","2007-10-09",7980.43994140625
"2007-10-10","2007-10-10",7986.56982421875
"2007-10-11","2007-10-11",8033.68994140625
"2007-10-12","2007-10-12",8041.259765625
"2007-10-15","2007-10-15",7969.47021484375
"2007-10-16","2007-10-16",7962.64013671875
"2007-10-17","2007-10-17",7985.41015625
"2007-10-18","2007-10-18",7921.39990234375
"2007-10-19","2007-10-19",7884.1201171875
"2007-10-22","2007-10-22",7794.93994140625
"2007-10-23","2007-10-23",7842.7900390625
"2007-10-24","2007-10-24",7828.9599609375
"2007-10-25","2007-10-25",7932.43994140625
"2007-10-26","2007-10-26",7949.169921875
"2007-10-29","2007-10-29",8009.669921875
"2007-10-30","2007-10-30",7977.93994140625
"2007-10-31","2007-10-31",8019.22021484375
"2007-11-01","2007-11-01",7880.85009765625
"2007-11-02","2007-11-02",7849.490234375
"2007-11-05","2007-11-05",7807.5498046875
"2007-11-06","2007-11-06",7827.18994140625
"2007-11-07","2007-11-07",7799.6201171875
"2007-11-08","2007-11-08",7819.47021484375
"2007-11-09","2007-11-09",7812.39990234375
"2007-11-12","2007-11-12",7806.83984375
"2007-11-13","2007-11-13",7777.56005859375
"2007-11-14","2007-11-14",7783.10986328125
"2007-11-15","2007-11-15",7667.02978515625
"2007-11-16","2007-11-16",7612.259765625
"2007-11-19","2007-11-19",7511.97021484375
"2007-11-20","2007-11-20",7630.31005859375
"2007-11-21","2007-11-21",7518.419921875
"2007-11-22","2007-11-22",7562.10009765625
"2007-11-23","2007-11-23",7608.9599609375
"2007-11-26","2007-11-26",7567.35986328125
"2007-11-27","2007-11-27",7531.35009765625
"2007-11-28","2007-11-28",7723.66015625
"2007-11-29","2007-11-29",7765.18994140625
"2007-11-30","2007-11-30",7870.52001953125
"2007-12-03","2007-12-03",7837.259765625
"2007-12-04","2007-12-04",7808.93994140625
"2007-12-05","2007-12-05",7944.77001953125
"2007-12-06","2007-12-06",7940.580078125
"2007-12-07","2007-12-07",7994.06982421875
"2007-12-10","2007-12-10",8033.35986328125
"2007-12-11","2007-12-11",8009.419921875
"2007-12-12","2007-12-12",8076.1201171875
"2007-12-13","2007-12-13",7928.31005859375
"2007-12-14","2007-12-14",7948.35986328125
"2007-12-17","2007-12-17",7825.43994140625
"2007-12-18","2007-12-18",7850.740234375
"2007-12-19","2007-12-19",7837.31982421875
"2007-12-20","2007-12-20",7869.18994140625
"2007-12-21","2007-12-21",8002.669921875
"2007-12-27","2007-12-27",8038.60009765625
"2007-12-28","2007-12-28",8067.31982421875
"2008-01-02","2008-01-02",7949.10986328125
"2008-01-03","2008-01-03",7908.41015625
"2008-01-04","2008-01-04",7808.68994140625
"2008-01-07","2008-01-07",7817.169921875
"2008-01-08","2008-01-08",7849.990234375
"2008-01-09","2008-01-09",7782.7099609375
"2008-01-10","2008-01-10",7713.08984375
"2008-01-11","2008-01-11",7717.9501953125
"2008-01-14","2008-01-14",7732.02001953125
"2008-01-15","2008-01-15",7566.3798828125
"2008-01-16","2008-01-16",7471.56982421875
"2008-01-17","2008-01-17",7413.52978515625
"2008-01-18","2008-01-18",7314.169921875
"2008-01-21","2008-01-21",6790.18994140625
"2008-01-22","2008-01-22",6769.47021484375
"2008-01-23","2008-01-23",6439.2099609375
"2008-01-24","2008-01-24",6821.06982421875
"2008-01-25","2008-01-25",6816.740234375
"2008-01-28","2008-01-28",6818.85009765625
"2008-01-29","2008-01-29",6892.9599609375
"2008-01-30","2008-01-30",6875.35009765625
"2008-01-31","2008-01-31",6851.75
"2008-02-01","2008-02-01",6968.669921875
"2008-02-04","2008-02-04",7000.490234375
"2008-02-05","2008-02-05",6765.25
"2008-02-06","2008-02-06",6847.509765625
"2008-02-07","2008-02-07",6733.72021484375
"2008-02-08","2008-02-08",6767.27978515625
"2008-02-11","2008-02-11",6743.5400390625
"2008-02-12","2008-02-12",6967.83984375
"2008-02-13","2008-02-13",6973.669921875
"2008-02-14","2008-02-14",6962.27978515625
"2008-02-15","2008-02-15",6832.43017578125
"2008-02-18","2008-02-18",6967.5498046875
"2008-02-19","2008-02-19",7002.2900390625
"2008-02-20","2008-02-20",6899.68017578125
"2008-02-21","2008-02-21",6904.85009765625
"2008-02-22","2008-02-22",6806.2900390625
"2008-02-25","2008-02-25",6882.56005859375
"2008-02-26","2008-02-26",6985.97021484375
"2008-02-27","2008-02-27",6997.85009765625
"2008-02-28","2008-02-28",6862.52001953125
"2008-02-29","2008-02-29",6748.1298828125
"2008-03-03","2008-03-03",6689.9501953125
"2008-03-04","2008-03-04",6545.0400390625
"2008-03-05","2008-03-05",6683.7099609375
"2008-03-06","2008-03-06",6591.31005859375
"2008-03-07","2008-03-07",6513.990234375
"2008-03-10","2008-03-10",6448.080078125
"2008-03-11","2008-03-11",6524.56982421875
"2008-03-12","2008-03-12",6599.3701171875
"2008-03-13","2008-03-13",6500.56005859375
"2008-03-14","2008-03-14",6451.89990234375
"2008-03-17","2008-03-17",6182.2998046875
"2008-03-18","2008-03-18",6393.39013671875
"2008-03-19","2008-03-19",6361.22021484375
"2008-03-20","2008-03-20",6319.990234375
"2008-03-25","2008-03-25",6524.7099609375
"2008-03-26","2008-03-26",6489.259765625
"2008-03-27","2008-03-27",6578.06005859375
"2008-03-28","2008-03-28",6559.89990234375
"2008-03-31","2008-03-31",6534.97021484375
"2008-04-01","2008-04-01",6720.330078125
"2008-04-02","2008-04-02",6777.43994140625
"2008-04-03","2008-04-03",6741.72021484375
"2008-04-04","2008-04-04",6763.39013671875
"2008-04-07","2008-04-07",6821.02978515625
"2008-04-08","2008-04-08",6771.97998046875
"2008-04-09","2008-04-09",6721.35986328125
"2008-04-10","2008-04-10",6704.31982421875
"2008-04-11","2008-04-11",6603.56982421875
"2008-04-14","2008-04-14",6554.490234375
"2008-04-15","2008-04-15",6585.0498046875
"2008-04-16","2008-04-16",6702.83984375
"2008-04-17","2008-04-17",6681.81005859375
"2008-04-18","2008-04-18",6843.080078125
"2008-04-21","2008-04-21",6786.5498046875
"2008-04-22","2008-04-22",6728.2998046875
"2008-04-23","2008-04-23",6795.02978515625
"2008-04-24","2008-04-24",6821.31982421875
"2008-04-25","2008-04-25",6896.580078125
"2008-04-28","2008-04-28",6925.330078125
"2008-04-29","2008-04-29",6885.33984375
"2008-04-30","2008-04-30",6948.81982421875
"2008-05-02","2008-05-02",7043.22998046875
"2008-05-05","2008-05-05",7052.080078125
"2008-05-06","2008-05-06",7017.10009765625
"2008-05-07","2008-05-07",7076.25
"2008-05-08","2008-05-08",7071.89990234375
"2008-05-09","2008-05-09",7003.169921875
"2008-05-12","2008-05-12",7035.9501953125
"2008-05-13","2008-05-13",7060.18994140625
"2008-05-14","2008-05-14",7083.240234375
"2008-05-15","2008-05-15",7081.0498046875
"2008-05-16","2008-05-16",7156.5498046875
"2008-05-19","2008-05-19",7225.93994140625
"2008-05-20","2008-05-20",7118.5
"2008-05-21","2008-05-21",7040.830078125
"2008-05-22","2008-05-22",7070.330078125
"2008-05-23","2008-05-23",6944.0498046875
"2008-05-26","2008-05-26",6953.83984375
"2008-05-27","2008-05-27",6958.66015625
"2008-05-28","2008-05-28",7033.83984375
"2008-05-29","2008-05-29",7055.02978515625
"2008-05-30","2008-05-30",7096.7900390625
"2008-06-02","2008-06-02",7008.77001953125
"2008-06-03","2008-06-03",7019.1298828125
"2008-06-04","2008-06-04",6965.43017578125
"2008-06-05","2008-06-05",6941.830078125
